1,5
1,4
2,1
2,7
3,3
3,9
4,5
4,4
6,8
6,6
7,9
7,10
8,3
8,9
9,5
9,4
10,5
10,4
11,8
11,6
12,8
12,6
14,8
14,6
15,1
15,7
16,1
16,7
17,8
17,6
18,3
18,9
19,8
19,6
21,1
21,7
22,7
22,2
23,5
23,8
25,1
25,7
26,5
26,8
27,5
27,8
29,7
29,2
30,7
30,2
31,7
31,2
32,3
32,9
33,9
33,10
34,6
34,2
35,14
36,1
36,7
37,8
37,6
38,8
38,6
39,1
39,7
40,3
40,9
41,6
41,2
42,9
42,10
43,5
43,8
44,9
44,10
45,6
45,2
46,14
47,14
48,14
49,5
49,4
50,1
50,7
51,8
51,6
52,8
52,6
53,3
53,9
55,5
55,4
56,8
56,6
58,8
58,6
59,3
59,9
60,7
60,2
61,5
61,4
62,8
62,6
63,1
63,7
65,5
65,4
66,1
66,7
75,12
76,7
76,2
77,6
77,2
78,3
78,9
79,8
79,6
80,6
80,2
81,8
81,6
82,1
82,7
83,9
83,10
84,8
84,6
85,5
85,4
86,3
86,9
89,5
89,8
90,3
90,9
91,5
91,4
92,9
92,10
93,1
93,7
94,5
94,8
95,6
95,2
97,9
97,10
98,1
98,7
99,7
99,2
100,1
100,7
101,7
101,2
102,5
102,4
103,3
103,9
105,7
105,2
106,5
106,4
107,8
107,6
108,6
108,2
109,3
109,9
110,9
110,10
111,1
111,7
112,1
112,7
113,1
113,7
114,5
114,4
115,7
115,2
116,3
116,9
117,5
117,8
118,5
118,4
119,9
119,10
121,9
121,10
122,8
122,6
123,1
123,7
124,1
124,7
125,9
125,10
126,7
126,2
127,7
127,2
128,5
128,8
129,6
129,2
130,8
130,6
132,3
132,9
133,3
133,10
134,7
134,2
135,8
135,6
136,5
136,4
140,5
140,8
141,6
141,2
142,1
142,7
143,9
143,10
144,8
144,6
145,6
145,2
146,6
146,2
147,6
147,2
148,3
148,9
149,3
149,9
150,3
150,9
151,3
151,10
152,3
152,10
154,3
154,10
155,3
155,10
156,1
156,4
157,1
157,4
158,1
158,4
160,1
160,4
161,1
161,4
162,14
163,14
164,3
164,9
165,8
165,6
166,8
166,6
167,7
167,2
168,6
168,2
169,1
169,7
170,9
170,10
171,5
171,4
172,5
172,4
173,5
173,4
175,1
175,4
176,1
176,4
177,1
177,4
180,3
180,10
181,1
181,4
182,3
182,10
183,1
183,4
184,1
184,4
185,3
185,9
189,8
189,6
191,8
191,6
192,5
192,4
193,3
193,9
195,6
195,2
196,5
196,4
197,8
197,6
198,5
198,4
199,6
199,2
201,5
201,8
203,8
203,6
204,5
204,4
205,8
205,6
206,5
206,4
207,3
207,9
208,8
208,6
209,8
209,6
210,1
210,7
212,1
212,7
213,3
213,9
214,3
214,9
215,1
215,7
216,1
216,7
217,5
217,4
222,5
222,8
223,7
223,2
224,8
224,6
225,5
225,4
226,8
226,6
227,8
227,6
229,5
229,4
230,5
230,4
231,8
231,6
233,3
233,9
234,5
234,4
235,8
235,6
236,8
236,6
237,8
237,6
239,8
239,6
240,6
240,2
241,3
241,9
242,8
242,6
243,8
243,6
244,1
244,7
247,8
247,6
249,1
249,7
250,5
250,8
252,5
252,8
253,8
253,6
254,9
254,10
256,5
256,4
257,5
257,4
258,5
258,4
259,3
259,9
260,6
260,2
261,8
261,6
262,8
262,6
263,1
263,7
264,3
264,9
265,9
265,10
266,3
266,10
267,3
267,10
268,1
268,7
269,5
269,4
270,3
270,10
271,1
271,7
272,3
272,9
273,8
273,6
274,5
274,4
275,7
275,2
285,14
286,3
286,9
287,8
287,6
288,6
288,2
289,5
289,8
290,3
290,9
292,8
292,6
304,8
304,6
305,8
305,6
306,8
306,6
307,8
307,6
308,8
308,6
309,8
309,6
310,8
310,6
311,8
311,6
313,8
313,6
315,8
315,6
316,9
316,10
320,1
320,7
321,8
321,6
322,5
322,8
323,6
323,2
324,3
324,9
326,3
326,9
327,8
327,6
328,7
328,2
330,8
330,6
331,7
331,2
333,8
333,6
336,6
336,2
338,8
338,6
339,8
339,6
342,1
342,7
343,6
343,2
344,3
344,10
345,8
345,6
346,1
346,7
347,17
347,18
348,3
348,9
349,8
349,6
350,1
350,7
352,1
352,7
354,9
354,10
355,1
355,4
359,6
359,2
360,1
360,4
361,3
361,9
362,5
362,4
363,5
363,4
364,3
364,10
366,20
366,15
367,17
367,18
368,8
